Modelo,Pooling,STS12,STS13,STS14,STS15,STS16,STSBenchmark,SICKRelatedness
bert-base-uncased,_concat_5_tokens_mean_pooling_no_cls_and_sep_4,"{'pearson': {'mean': np.float64(0.31439240873063623), 'wmean': np.float64(0.2918954958512519)}, 'spearman': {'mean': np.float64(0.37224931104127756), 'wmean': np.float64(0.3434584959299924)}}","{'pearson': {'mean': np.float64(0.11102168944226903), 'wmean': np.float64(0.14924659123547562)}, 'spearman': {'mean': np.float64(0.136889875491129), 'wmean': np.float64(0.18421894193883562)}}","{'pearson': {'mean': np.float64(0.2657187289468808), 'wmean': np.float64(0.33171946263152996)}, 'spearman': {'mean': np.float64(0.2861166341725292), 'wmean': np.float64(0.34147809471626484)}}","{'pearson': {'mean': np.float64(0.29833181828421973), 'wmean': np.float64(0.34536974227721173)}, 'spearman': {'mean': np.float64(0.30276312384719406), 'wmean': np.float64(0.346682004707704)}}","{'pearson': {'mean': np.float64(0.259825763917621), 'wmean': np.float64(0.26383628136661236)}, 'spearman': {'mean': np.float64(0.267077375772442), 'wmean': np.float64(0.2714233147405132)}}","{'devpearson': np.float64(0.4099405703681331), 'pearson': np.float64(0.28671879912057885), 'spearman': np.float64(0.2872692432797609), 'mse': 2.3775440874008216, 'yhat': array([1.93297985, 1.48693293, 1.28567883, ..., 4.03398576, 2.91692707,
       3.31423292]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.3190838478103245), 'pearson': np.float64(0.4814313224728662), 'spearman': np.float64(0.4887518462177736), 'mse': 0.8132720090515865, 'yhat': array([3.12636993, 3.39816183, 2.38394858, ..., 3.09051733, 4.50492584,
       4.90972485]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_cls_layer_5,"{'pearson': {'mean': np.float64(0.39700457947682366), 'wmean': np.float64(0.36491667560781255)}, 'spearman': {'mean': np.float64(0.42981511830019964), 'wmean': np.float64(0.4066320679455619)}}","{'pearson': {'mean': np.float64(0.30131327301414185), 'wmean': np.float64(0.32357293881500593)}, 'spearman': {'mean': np.float64(0.34050604228987136), 'wmean': np.float64(0.36908503870996645)}}","{'pearson': {'mean': np.float64(0.3846371962965931), 'wmean': np.float64(0.37097501002068034)}, 'spearman': {'mean': np.float64(0.41068420457852733), 'wmean': np.float64(0.3922640984917488)}}","{'pearson': {'mean': np.float64(0.3914482387551096), 'wmean': np.float64(0.3826421168475885)}, 'spearman': {'mean': np.float64(0.47591915757024716), 'wmean': np.float64(0.4721322441556618)}}","{'pearson': {'mean': np.float64(0.5130648675422992), 'wmean': np.float64(0.5085655258994299)}, 'spearman': {'mean': np.float64(0.610124045493861), 'wmean': np.float64(0.6082375734427137)}}","{'devpearson': np.float64(0.684997095597603), 'pearson': np.float64(0.6577434052283042), 'spearman': np.float64(0.6455856405155188), 'mse': 1.5927413293540484, 'yhat': array([2.04906596, 1.22008415, 2.68157595, ..., 3.83558876, 3.49608346,
       3.50757763]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7900710680176458), 'pearson': np.float64(0.7869300530314083), 'spearman': np.float64(0.7144412548325302), 'mse': 0.3888046774579174, 'yhat': array([2.85749844, 3.83274651, 1.57948163, ..., 3.09093436, 4.09627106,
       4.37847751]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_mean_pooling_5,"{'pearson': {'mean': np.float64(0.47959312791534625), 'wmean': np.float64(0.46895028059711596)}, 'spearman': {'mean': np.float64(0.5279024011660202), 'wmean': np.float64(0.514485189176265)}}","{'pearson': {'mean': np.float64(0.345515319532927), 'wmean': np.float64(0.40825118039851366)}, 'spearman': {'mean': np.float64(0.3791661478834743), 'wmean': np.float64(0.4374569504604933)}}","{'pearson': {'mean': np.float64(0.5035014838780365), 'wmean': np.float64(0.515840230219805)}, 'spearman': {'mean': np.float64(0.5222512677980372), 'wmean': np.float64(0.5301056074391828)}}","{'pearson': {'mean': np.float64(0.5501476529355447), 'wmean': np.float64(0.5797105092713382)}, 'spearman': {'mean': np.float64(0.5763722315688762), 'wmean': np.float64(0.6031807043005608)}}","{'pearson': {'mean': np.float64(0.4815128028235893), 'wmean': np.float64(0.4907502901374921)}, 'spearman': {'mean': np.float64(0.5251964331448699), 'wmean': np.float64(0.5343485156932587)}}","{'devpearson': np.float64(0.6744448905901639), 'pearson': np.float64(0.5705255247106027), 'spearman': np.float64(0.56162097713955), 'mse': 1.6547905318435994, 'yhat': array([2.40382756, 2.66531954, 2.65531863, ..., 3.74017427, 3.84421168,
       3.53418667]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7280692920536029), 'pearson': np.float64(0.7804396249462983), 'spearman': np.float64(0.7167871659580789), 'mse': 0.39792836553006367, 'yhat': array([3.04916529, 3.72748881, 1.2318748 , ..., 3.43562104, 4.45809911,
       4.44154796]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_mean_pooling_no_cls_and_sep_5,"{'pearson': {'mean': np.float64(0.47959312791534625), 'wmean': np.float64(0.46895028059711596)}, 'spearman': {'mean': np.float64(0.5279024011660202), 'wmean': np.float64(0.514485189176265)}}","{'pearson': {'mean': np.float64(0.345515319532927), 'wmean': np.float64(0.40825118039851366)}, 'spearman': {'mean': np.float64(0.3791661478834743), 'wmean': np.float64(0.4374569504604933)}}","{'pearson': {'mean': np.float64(0.5035014838780365), 'wmean': np.float64(0.515840230219805)}, 'spearman': {'mean': np.float64(0.5222512677980372), 'wmean': np.float64(0.5301056074391828)}}","{'pearson': {'mean': np.float64(0.5501476529355447), 'wmean': np.float64(0.5797105092713382)}, 'spearman': {'mean': np.float64(0.5763722315688762), 'wmean': np.float64(0.6031807043005608)}}","{'pearson': {'mean': np.float64(0.4815128028235893), 'wmean': np.float64(0.4907502901374921)}, 'spearman': {'mean': np.float64(0.5251964331448699), 'wmean': np.float64(0.5343485156932587)}}","{'devpearson': np.float64(0.6744448905901639), 'pearson': np.float64(0.5705255247106027), 'spearman': np.float64(0.56162097713955), 'mse': 1.6547905318435994, 'yhat': array([2.40382756, 2.66531954, 2.65531863, ..., 3.74017427, 3.84421168,
       3.53418667]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7280692920536029), 'pearson': np.float64(0.7804396249462983), 'spearman': np.float64(0.7167871659580789), 'mse': 0.39792836553006367, 'yhat': array([3.04916529, 3.72748881, 1.2318748 , ..., 3.43562104, 4.45809911,
       4.44154796]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_concat_cls_layer_with_mean_pooling_5,"{'pearson': {'mean': np.float64(0.4896053574696828), 'wmean': np.float64(0.4662705999548663)}, 'spearman': {'mean': np.float64(0.520869255492287), 'wmean': np.float64(0.4988509184959076)}}","{'pearson': {'mean': np.float64(0.3661470611305518), 'wmean': np.float64(0.4146209483673529)}, 'spearman': {'mean': np.float64(0.38843997221540655), 'wmean': np.float64(0.4334213128033277)}}","{'pearson': {'mean': np.float64(0.4900382759776056), 'wmean': np.float64(0.48928916238525816)}, 'spearman': {'mean': np.float64(0.49480448065591637), 'wmean': np.float64(0.4895669858680078)}}","{'pearson': {'mean': np.float64(0.5227689809855349), 'wmean': np.float64(0.5348824761824952)}, 'spearman': {'mean': np.float64(0.5490284451747874), 'wmean': np.float64(0.5618301484206463)}}","{'pearson': {'mean': np.float64(0.5264526957711191), 'wmean': np.float64(0.5286036416506183)}, 'spearman': {'mean': np.float64(0.5677829889688152), 'wmean': np.float64(0.5708917265024048)}}","{'devpearson': np.float64(0.7010306454270718), 'pearson': np.float64(0.6297290865251903), 'spearman': np.float64(0.6160017787753351), 'mse': 1.4879849566155843, 'yhat': array([2.15782309, 1.57455601, 2.72325036, ..., 3.74609846, 3.80398314,
       3.52838521]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7837889735084996), 'pearson': np.float64(0.8082539950401144), 'spearman': np.float64(0.7419403181099914), 'mse': 0.3534839687688857, 'yhat': array([2.82005584, 3.81856242, 1.30722328, ..., 3.18736588, 4.25805767,
       4.39520495]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_concat_cls_layer_with_mean_pooling_no_cls_and_sep_5,"{'pearson': {'mean': np.float64(0.4896053574696828), 'wmean': np.float64(0.4662705999548663)}, 'spearman': {'mean': np.float64(0.520869255492287), 'wmean': np.float64(0.4988509184959076)}}","{'pearson': {'mean': np.float64(0.3661470611305518), 'wmean': np.float64(0.4146209483673529)}, 'spearman': {'mean': np.float64(0.38843997221540655), 'wmean': np.float64(0.4334213128033277)}}","{'pearson': {'mean': np.float64(0.4900382759776056), 'wmean': np.float64(0.48928916238525816)}, 'spearman': {'mean': np.float64(0.49480448065591637), 'wmean': np.float64(0.4895669858680078)}}","{'pearson': {'mean': np.float64(0.5227689809855349), 'wmean': np.float64(0.5348824761824952)}, 'spearman': {'mean': np.float64(0.5490284451747874), 'wmean': np.float64(0.5618301484206463)}}","{'pearson': {'mean': np.float64(0.5264526957711191), 'wmean': np.float64(0.5286036416506183)}, 'spearman': {'mean': np.float64(0.5677829889688152), 'wmean': np.float64(0.5708917265024048)}}","{'devpearson': np.float64(0.7010306454270718), 'pearson': np.float64(0.6297290865251903), 'spearman': np.float64(0.6160017787753351), 'mse': 1.4879849566155843, 'yhat': array([2.15782309, 1.57455601, 2.72325036, ..., 3.74609846, 3.80398314,
       3.52838521]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7837889735084996), 'pearson': np.float64(0.8082539950401144), 'spearman': np.float64(0.7419403181099914), 'mse': 0.3534839687688857, 'yhat': array([2.82005584, 3.81856242, 1.30722328, ..., 3.18736588, 4.25805767,
       4.39520495]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_concat_3_tokens_mean_pooling_5,"{'pearson': {'mean': np.float64(0.4078102528424935), 'wmean': np.float64(0.3890128782880768)}, 'spearman': {'mean': np.float64(0.4677495217266262), 'wmean': np.float64(0.4390942890671556)}}","{'pearson': {'mean': np.float64(0.22468756383350427), 'wmean': np.float64(0.27026907206720263)}, 'spearman': {'mean': np.float64(0.2594690309017617), 'wmean': np.float64(0.30537859188477984)}}","{'pearson': {'mean': np.float64(0.4010980063648872), 'wmean': np.float64(0.4290227638346105)}, 'spearman': {'mean': np.float64(0.4388578512132644), 'wmean': np.float64(0.45888858632835605)}}","{'pearson': {'mean': np.float64(0.4635761056103848), 'wmean': np.float64(0.5059181746882115)}, 'spearman': {'mean': np.float64(0.48176059477580235), 'wmean': np.float64(0.5229232926523059)}}","{'pearson': {'mean': np.float64(0.33996324843355324), 'wmean': np.float64(0.3470013374227825)}, 'spearman': {'mean': np.float64(0.3726612508072399), 'wmean': np.float64(0.38007676278805524)}}","{'devpearson': np.float64(0.5092882236803788), 'pearson': np.float64(0.4300459169854953), 'spearman': np.float64(0.4234726259025587), 'mse': 1.915999728628478, 'yhat': array([1.98125722, 2.32852568, 3.02948966, ..., 3.88354585, 3.25068317,
       3.8075431 ]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.517353516287471), 'pearson': np.float64(0.5798314297578846), 'spearman': np.float64(0.5836124844451424), 'mse': 0.6974127544342478, 'yhat': array([3.33041893, 3.84900358, 3.08319797, ..., 3.07637729, 4.50080477,
       4.66888427]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_concat_5_tokens_mean_pooling_5,"{'pearson': {'mean': np.float64(0.34858506934368316), 'wmean': np.float64(0.3277099192270447)}, 'spearman': {'mean': np.float64(0.40228956809036653), 'wmean': np.float64(0.37424930637843457)}}","{'pearson': {'mean': np.float64(0.15700727189178978), 'wmean': np.float64(0.2000846104039643)}, 'spearman': {'mean': np.float64(0.1789095564043676), 'wmean': np.float64(0.22751903240650306)}}","{'pearson': {'mean': np.float64(0.3235295615539155), 'wmean': np.float64(0.3803506252475775)}, 'spearman': {'mean': np.float64(0.3361636763669759), 'wmean': np.float64(0.38251938253204887)}}","{'pearson': {'mean': np.float64(0.36977247464254515), 'wmean': np.float64(0.40838744589719383)}, 'spearman': {'mean': np.float64(0.3685209026013784), 'wmean': np.float64(0.4054536940072754)}}","{'pearson': {'mean': np.float64(0.29888632175488306), 'wmean': np.float64(0.3034193895102863)}, 'spearman': {'mean': np.float64(0.3072451533806152), 'wmean': np.float64(0.3123230740924256)}}","{'devpearson': np.float64(0.4401149204833955), 'pearson': np.float64(0.3311691291058274), 'spearman': np.float64(0.33029735758818524), 'mse': 2.1815396824927715, 'yhat': array([1.65930419, 2.34540834, 2.14502873, ..., 4.09307868, 2.05396558,
       3.74661707]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.42988600857160736), 'pearson': np.float64(0.501451657246978), 'spearman': np.float64(0.5146212376232738), 'mse': 0.79483727114026, 'yhat': array([3.13632568, 3.13570357, 2.59976872, ..., 3.12643441, 4.78469578,
       4.73534122]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_concat_3_tokens_mean_pooling_no_cls_and_sep_5,"{'pearson': {'mean': np.float64(0.4078102528424935), 'wmean': np.float64(0.3890128782880768)}, 'spearman': {'mean': np.float64(0.4677495217266262), 'wmean': np.float64(0.4390942890671556)}}","{'pearson': {'mean': np.float64(0.22468756383350427), 'wmean': np.float64(0.27026907206720263)}, 'spearman': {'mean': np.float64(0.2594690309017617), 'wmean': np.float64(0.30537859188477984)}}","{'pearson': {'mean': np.float64(0.4010980063648872), 'wmean': np.float64(0.4290227638346105)}, 'spearman': {'mean': np.float64(0.4388578512132644), 'wmean': np.float64(0.45888858632835605)}}","{'pearson': {'mean': np.float64(0.4635761056103848), 'wmean': np.float64(0.5059181746882115)}, 'spearman': {'mean': np.float64(0.48176059477580235), 'wmean': np.float64(0.5229232926523059)}}","{'pearson': {'mean': np.float64(0.33996324843355324), 'wmean': np.float64(0.3470013374227825)}, 'spearman': {'mean': np.float64(0.3726612508072399), 'wmean': np.float64(0.38007676278805524)}}","{'devpearson': np.float64(0.5092882236803788), 'pearson': np.float64(0.4300459169854953), 'spearman': np.float64(0.4234726259025587), 'mse': 1.915999728628478, 'yhat': array([1.98125722, 2.32852568, 3.02948966, ..., 3.88354585, 3.25068317,
       3.8075431 ]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.517353516287471), 'pearson': np.float64(0.5798314297578846), 'spearman': np.float64(0.5836124844451424), 'mse': 0.6974127544342478, 'yhat': array([3.33041893, 3.84900358, 3.08319797, ..., 3.07637729, 4.50080477,
       4.66888427]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_concat_5_tokens_mean_pooling_no_cls_and_sep_5,"{'pearson': {'mean': np.float64(0.34858506934368316), 'wmean': np.float64(0.3277099192270447)}, 'spearman': {'mean': np.float64(0.40228956809036653), 'wmean': np.float64(0.37424930637843457)}}","{'pearson': {'mean': np.float64(0.15700727189178978), 'wmean': np.float64(0.2000846104039643)}, 'spearman': {'mean': np.float64(0.1789095564043676), 'wmean': np.float64(0.22751903240650306)}}","{'pearson': {'mean': np.float64(0.3235295615539155), 'wmean': np.float64(0.3803506252475775)}, 'spearman': {'mean': np.float64(0.3361636763669759), 'wmean': np.float64(0.38251938253204887)}}","{'pearson': {'mean': np.float64(0.36977247464254515), 'wmean': np.float64(0.40838744589719383)}, 'spearman': {'mean': np.float64(0.3685209026013784), 'wmean': np.float64(0.4054536940072754)}}","{'pearson': {'mean': np.float64(0.29888632175488306), 'wmean': np.float64(0.3034193895102863)}, 'spearman': {'mean': np.float64(0.3072451533806152), 'wmean': np.float64(0.3123230740924256)}}","{'devpearson': np.float64(0.4401149204833955), 'pearson': np.float64(0.3311691291058274), 'spearman': np.float64(0.33029735758818524), 'mse': 2.1815396824927715, 'yhat': array([1.65930419, 2.34540834, 2.14502873, ..., 4.09307868, 2.05396558,
       3.74661707]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.42988600857160736), 'pearson': np.float64(0.501451657246978), 'spearman': np.float64(0.5146212376232738), 'mse': 0.79483727114026, 'yhat': array([3.13632568, 3.13570357, 2.59976872, ..., 3.12643441, 4.78469578,
       4.73534122]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_cls_layer_6,"{'pearson': {'mean': np.float64(0.3438301578554256), 'wmean': np.float64(0.3090463520706804)}, 'spearman': {'mean': np.float64(0.36752368053359247), 'wmean': np.float64(0.3428161234387745)}}","{'pearson': {'mean': np.float64(0.24710203591287142), 'wmean': np.float64(0.2866502744202329)}, 'spearman': {'mean': np.float64(0.2710402668829381), 'wmean': np.float64(0.31253935471967004)}}","{'pearson': {'mean': np.float64(0.30151861290919807), 'wmean': np.float64(0.28781390294833203)}, 'spearman': {'mean': np.float64(0.32885465705280503), 'wmean': np.float64(0.3130098221379364)}}","{'pearson': {'mean': np.float64(0.31118122041997986), 'wmean': np.float64(0.3135113070536841)}, 'spearman': {'mean': np.float64(0.38150263648056637), 'wmean': np.float64(0.3796932480561373)}}","{'pearson': {'mean': np.float64(0.4571952744690411), 'wmean': np.float64(0.4560018786421144)}, 'spearman': {'mean': np.float64(0.5554427275790552), 'wmean': np.float64(0.556806068699926)}}","{'devpearson': np.float64(0.591392866759761), 'pearson': np.float64(0.5764236178804925), 'spearman': np.float64(0.5746096522167701), 'mse': 1.7298065896093393, 'yhat': array([2.54852801, 2.12100073, 2.60422771, ..., 3.57889365, 3.49676158,
       3.58783233]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7681134619903909), 'pearson': np.float64(0.765082194373404), 'spearman': np.float64(0.7016035779329516), 'mse': 0.42375474337583197, 'yhat': array([2.78099437, 3.47328045, 1.98071619, ..., 3.13851513, 4.09071975,
       4.59364575]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_mean_pooling_6,"{'pearson': {'mean': np.float64(0.4520182640857261), 'wmean': np.float64(0.4381604591030037)}, 'spearman': {'mean': np.float64(0.5026272418550859), 'wmean': np.float64(0.4869631575095441)}}","{'pearson': {'mean': np.float64(0.30120424905305737), 'wmean': np.float64(0.36725926384934177)}, 'spearman': {'mean': np.float64(0.3297117283759532), 'wmean': np.float64(0.3967206071697407)}}","{'pearson': {'mean': np.float64(0.47056396684067847), 'wmean': np.float64(0.48155021147661453)}, 'spearman': {'mean': np.float64(0.4929122270825621), 'wmean': np.float64(0.5006565605517992)}}","{'pearson': {'mean': np.float64(0.5259403069252748), 'wmean': np.float64(0.5530076301078586)}, 'spearman': {'mean': np.float64(0.5564613836525781), 'wmean': np.float64(0.5811664948706776)}}","{'pearson': {'mean': np.float64(0.4716449994433722), 'wmean': np.float64(0.4821737398013728)}, 'spearman': {'mean': np.float64(0.5195305477711302), 'wmean': np.float64(0.5297383542206069)}}","{'devpearson': np.float64(0.6551863493762075), 'pearson': np.float64(0.557743677167927), 'spearman': np.float64(0.5462566422898916), 'mse': 1.6928882025031706, 'yhat': array([1.69706911, 2.88392141, 2.358208  , ..., 3.69742058, 3.71754313,
       3.08978265]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7136944683745012), 'pearson': np.float64(0.7692048120693382), 'spearman': np.float64(0.7096183474093676), 'mse': 0.4162656476172611, 'yhat': array([3.14224001, 3.80302034, 1.55956277, ..., 3.36575613, 4.46218426,
       4.66132577]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_mean_pooling_no_cls_and_sep_6,"{'pearson': {'mean': np.float64(0.4520182640857261), 'wmean': np.float64(0.4381604591030037)}, 'spearman': {'mean': np.float64(0.5026272418550859), 'wmean': np.float64(0.4869631575095441)}}","{'pearson': {'mean': np.float64(0.30120424905305737), 'wmean': np.float64(0.36725926384934177)}, 'spearman': {'mean': np.float64(0.3297117283759532), 'wmean': np.float64(0.3967206071697407)}}","{'pearson': {'mean': np.float64(0.47056396684067847), 'wmean': np.float64(0.48155021147661453)}, 'spearman': {'mean': np.float64(0.4929122270825621), 'wmean': np.float64(0.5006565605517992)}}","{'pearson': {'mean': np.float64(0.5259403069252748), 'wmean': np.float64(0.5530076301078586)}, 'spearman': {'mean': np.float64(0.5564613836525781), 'wmean': np.float64(0.5811664948706776)}}","{'pearson': {'mean': np.float64(0.4716449994433722), 'wmean': np.float64(0.4821737398013728)}, 'spearman': {'mean': np.float64(0.5195305477711302), 'wmean': np.float64(0.5297383542206069)}}","{'devpearson': np.float64(0.6551863493762075), 'pearson': np.float64(0.557743677167927), 'spearman': np.float64(0.5462566422898916), 'mse': 1.6928882025031706, 'yhat': array([1.69706911, 2.88392141, 2.358208  , ..., 3.69742058, 3.71754313,
       3.08978265]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7136944683745012), 'pearson': np.float64(0.7692048120693382), 'spearman': np.float64(0.7096183474093676), 'mse': 0.4162656476172611, 'yhat': array([3.14224001, 3.80302034, 1.55956277, ..., 3.36575613, 4.46218426,
       4.66132577]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_concat_cls_layer_with_mean_pooling_6,"{'pearson': {'mean': np.float64(0.4450546797643855), 'wmean': np.float64(0.415862081792004)}, 'spearman': {'mean': np.float64(0.4707300448578512), 'wmean': np.float64(0.44500451649666867)}}","{'pearson': {'mean': np.float64(0.3078975105230619), 'wmean': np.float64(0.361824836862103)}, 'spearman': {'mean': np.float64(0.32492368912503294), 'wmean': np.float64(0.3763981215291326)}}","{'pearson': {'mean': np.float64(0.4276614757816503), 'wmean': np.float64(0.42333217698517495)}, 'spearman': {'mean': np.float64(0.4306664363477748), 'wmean': np.float64(0.42451025874634724)}}","{'pearson': {'mean': np.float64(0.4518119990072833), 'wmean': np.float64(0.4631239592163028)}, 'spearman': {'mean': np.float64(0.4825669340132065), 'wmean': np.float64(0.4935930725840462)}}","{'pearson': {'mean': np.float64(0.49002027811241194), 'wmean': np.float64(0.4951923165692204)}, 'spearman': {'mean': np.float64(0.5413029220969778), 'wmean': np.float64(0.547235325742632)}}","{'devpearson': np.float64(0.6514250347603348), 'pearson': np.float64(0.5739839591199276), 'spearman': np.float64(0.5647233091243222), 'mse': 1.641233503869485, 'yhat': array([2.04273511, 2.75423569, 2.29236729, ..., 3.64212515, 3.81065586,
       3.20670083]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7582774029168711), 'pearson': np.float64(0.7929400706200155), 'spearman': np.float64(0.7318344562319337), 'mse': 0.3804088394693877, 'yhat': array([2.92019769, 3.71852004, 1.73168871, ..., 3.20251328, 4.34113511,
       4.64011101]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_concat_cls_layer_with_mean_pooling_no_cls_and_sep_6,"{'pearson': {'mean': np.float64(0.4450546797643855), 'wmean': np.float64(0.415862081792004)}, 'spearman': {'mean': np.float64(0.4707300448578512), 'wmean': np.float64(0.44500451649666867)}}","{'pearson': {'mean': np.float64(0.3078975105230619), 'wmean': np.float64(0.361824836862103)}, 'spearman': {'mean': np.float64(0.32492368912503294), 'wmean': np.float64(0.3763981215291326)}}","{'pearson': {'mean': np.float64(0.4276614757816503), 'wmean': np.float64(0.42333217698517495)}, 'spearman': {'mean': np.float64(0.4306664363477748), 'wmean': np.float64(0.42451025874634724)}}","{'pearson': {'mean': np.float64(0.4518119990072833), 'wmean': np.float64(0.4631239592163028)}, 'spearman': {'mean': np.float64(0.4825669340132065), 'wmean': np.float64(0.4935930725840462)}}","{'pearson': {'mean': np.float64(0.49002027811241194), 'wmean': np.float64(0.4951923165692204)}, 'spearman': {'mean': np.float64(0.5413029220969778), 'wmean': np.float64(0.547235325742632)}}","{'devpearson': np.float64(0.6514250347603348), 'pearson': np.float64(0.5739839591199276), 'spearman': np.float64(0.5647233091243222), 'mse': 1.641233503869485, 'yhat': array([2.04273511, 2.75423569, 2.29236729, ..., 3.64212515, 3.81065586,
       3.20670083]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7582774029168711), 'pearson': np.float64(0.7929400706200155), 'spearman': np.float64(0.7318344562319337), 'mse': 0.3804088394693877, 'yhat': array([2.92019769, 3.71852004, 1.73168871, ..., 3.20251328, 4.34113511,
       4.64011101]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_concat_3_tokens_mean_pooling_6,"{'pearson': {'mean': np.float64(0.3842127523101603), 'wmean': np.float64(0.3646653366143972)}, 'spearman': {'mean': np.float64(0.4468341239120567), 'wmean': np.float64(0.4172529454563358)}}","{'pearson': {'mean': np.float64(0.18616492241800886), 'wmean': np.float64(0.23224622754736587)}, 'spearman': {'mean': np.float64(0.21790794120420368), 'wmean': np.float64(0.2675779982337743)}}","{'pearson': {'mean': np.float64(0.3722990554272676), 'wmean': np.float64(0.40084315562357875)}, 'spearman': {'mean': np.float64(0.41341930777911023), 'wmean': np.float64(0.43402056037113845)}}","{'pearson': {'mean': np.float64(0.44081887874880826), 'wmean': np.float64(0.48237664990032353)}, 'spearman': {'mean': np.float64(0.4631563708644503), 'wmean': np.float64(0.5039504942489615)}}","{'pearson': {'mean': np.float64(0.33929106657152813), 'wmean': np.float64(0.34729167337354117)}, 'spearman': {'mean': np.float64(0.3697461987308883), 'wmean': np.float64(0.3783737235906122)}}","{'devpearson': np.float64(0.49411725221984026), 'pearson': np.float64(0.43906369805353607), 'spearman': np.float64(0.4307547920295411), 'mse': 1.919680949585816, 'yhat': array([2.65663147, 2.79846956, 2.06188249, ..., 4.131982  , 3.32135472,
       3.26663671]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.4794566560519373), 'pearson': np.float64(0.568493225521095), 'spearman': np.float64(0.5753752042243482), 'mse': 0.7177089056669176, 'yhat': array([3.81052285, 4.7945706 , 3.14988808, ..., 3.15538436, 4.57272828,
       4.80081901]), 'ndev': 500, 'ntest': 4927}"
bert-base-uncased,_concat_5_tokens_mean_pooling_6,"{'pearson': {'mean': np.float64(0.33306983715117255), 'wmean': np.float64(0.3110770777812398)}, 'spearman': {'mean': np.float64(0.3875555685201634), 'wmean': np.float64(0.35849361950799774)}}","{'pearson': {'mean': np.float64(0.12857405891763757), 'wmean': np.float64(0.1730304449125027)}, 'spearman': {'mean': np.float64(0.15504441611682193), 'wmean': np.float64(0.20455132872170428)}}","{'pearson': {'mean': np.float64(0.30235482390578106), 'wmean': np.float64(0.35970259344195316)}, 'spearman': {'mean': np.float64(0.31467785263443443), 'wmean': np.float64(0.3624966441051652)}}","{'pearson': {'mean': np.float64(0.35656392699835526), 'wmean': np.float64(0.39477662545501047)}, 'spearman': {'mean': np.float64(0.35595363819458675), 'wmean': np.float64(0.39325327251726505)}}","{'pearson': {'mean': np.float64(0.30425345890035704), 'wmean': np.float64(0.3097932662141012)}, 'spearman': {'mean': np.float64(0.31012078426225975), 'wmean': np.float64(0.3160404358932804)}}","{'devpearson': np.float64(0.29935792055050203), 'pearson': np.float64(0.29111673637828694), 'spearman': np.float64(0.2888700364772668), 'mse': 2.163626513155575, 'yhat': array([2.5729807 , 2.01525804, 1.88655803, ..., 2.96790316, 2.54533271,
       3.04554692]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.39544903957741523), 'pearson': np.float64(0.5216652574650215), 'spearman': np.float64(0.5276941867884373), 'mse': 0.7653206306642933, 'yhat': array([3.63970468, 4.38704008, 4.24037969, ..., 3.27833677, 3.80131658,
       4.5156037 ]), 'ndev': 500, 'ntest': 4927}"
